,level_0,index,Team1,Team2,Winner,Margin,Ground,Match_Date,Scorecard
318,318,30,Australia,Sri Lanka,Australia,15 runs,Brisbane,"Mar 4, 2012",ODI # 3255
319,319,31,Australia,Sri Lanka,Sri Lanka,8 wickets,Adelaide,"Mar 6, 2012",ODI # 3256
320,320,32,Australia,Sri Lanka,Australia,16 runs,Adelaide,"Mar 8, 2012",ODI # 3257
321,321,33,Bangladesh,Pakistan,Pakistan,21 runs,Dhaka,"Mar 11, 2012",ODI # 3258
322,322,34,India,Sri Lanka,India,50 runs,Dhaka,"Mar 13, 2012",ODI # 3259
323,323,35,Pakistan,Sri Lanka,Pakistan,6 wickets,Dhaka,"Mar 15, 2012",ODI # 3260
324,324,36,Bangladesh,India,Bangladesh,5 wickets,Dhaka,"Mar 16, 2012",ODI # 3261
325,325,37,West Indies,Australia,Australia,64 runs,Kingstown,"Mar 16, 2012",ODI # 3262
326,326,38,India,Pakistan,India,6 wickets,Dhaka,"Mar 18, 2012",ODI # 3263
327,327,39,West Indies,Australia,West Indies,5 wickets,Kingstown,"Mar 18, 2012",ODI # 3264
328,328,40,Bangladesh,Sri Lanka,Bangladesh,5 wickets,Dhaka,"Mar 20, 2012",ODI # 3265
329,329,41,West Indies,Australia,tied,,Kingstown,"Mar 20, 2012",ODI # 3266
330,330,42,Bangladesh,Pakistan,Pakistan,2 runs,Dhaka,"Mar 22, 2012",ODI # 3267
331,331,43,West Indies,Australia,West Indies,42 runs,Gros Islet,"Mar 23, 2012",ODI # 3268
332,332,44,West Indies,Australia,Australia,30 runs,Gros Islet,"Mar 25, 2012",ODI # 3269
333,333,45,Afghanistan,Netherlands,Netherlands,9 wickets,Sharjah,"Mar 29, 2012",ODI # 3270
334,334,46,Afghanistan,Netherlands,Afghanistan,5 wickets,Sharjah,"Mar 31, 2012",ODI # 3271
335,335,47,Sri Lanka,Pakistan,Pakistan,6 wickets,Pallekele,"Jun 7, 2012",ODI # 3272
336,336,48,Sri Lanka,Pakistan,Sri Lanka,76 runs,Pallekele,"Jun 9, 2012",ODI # 3273
337,337,49,Sri Lanka,Pakistan,no result,,Colombo (RPS),"Jun 13, 2012",ODI # 3274
338,338,50,Sri Lanka,Pakistan,Sri Lanka,44 runs,Colombo (RPS),"Jun 16, 2012",ODI # 3275
339,339,51,England,West Indies,England,114 runs,Southampton,"Jun 16, 2012",ODI # 3276
340,340,52,Sri Lanka,Pakistan,Sri Lanka,2 wickets,Colombo (RPS),"Jun 18, 2012",ODI # 3277
341,341,53,England,West Indies,England,8 wickets,The Oval,"Jun 19, 2012",ODI # 3278
342,342,54,Ireland,Australia,no result,,Belfast,"Jun 23, 2012",ODI # 3279
343,343,55,England,Australia,England,15 runs,Lord's,"Jun 29, 2012",ODI # 3280
344,344,56,England,Australia,England,6 wickets,The Oval,"Jul 1, 2012",ODI # 3281
345,345,57,Ireland,Afghanistan,Ireland,59 runs,Dublin,"Jul 5, 2012",ODI # 3282
346,346,58,West Indies,New Zealand,West Indies,9 wickets,Kingston,"Jul 5, 2012",ODI # 3283
347,347,59,England,Australia,England,8 wickets,Chester-le-Street,"Jul 7, 2012",ODI # 3284
348,348,60,West Indies,New Zealand,West Indies,55 runs,Kingston,"Jul 7, 2012",ODI # 3285
349,349,61,England,Australia,England,7 wickets,Manchester,"Jul 10, 2012",ODI # 3286
350,350,62,Scotland,Canada,Scotland,4 wickets,Ayr,"Jul 11-12, 2012",ODI # 3287
351,351,63,West Indies,New Zealand,New Zealand,88 runs,Basseterre,"Jul 11, 2012",ODI # 3288
352,352,64,West Indies,New Zealand,West Indies,24 runs,Basseterre,"Jul 14, 2012",ODI # 3289
353,353,65,West Indies,New Zealand,West Indies,20 runs,Basseterre,"Jul 16, 2012",ODI # 3290
354,354,66,Sri Lanka,India,India,21 runs,Hambantota,"Jul 21, 2012",ODI # 3291
355,355,67,Sri Lanka,India,Sri Lanka,9 wickets,Hambantota,"Jul 24, 2012",ODI # 3292
356,356,68,Sri Lanka,India,India,5 wickets,Colombo (RPS),"Jul 28, 2012",ODI # 3293
357,357,69,Sri Lanka,India,India,6 wickets,Colombo (RPS),"Jul 31, 2012",ODI # 3294
358,358,70,Sri Lanka,India,India,20 runs,Pallekele,"Aug 4, 2012",ODI # 3295
359,359,71,England,South Africa,no result,,Cardiff,"Aug 24, 2012",ODI # 3296
360,360,72,Afghanistan,Australia,Australia,66 runs,Sharjah,"Aug 25, 2012",ODI # 3297
361,361,73,England,South Africa,South Africa,80 runs,Southampton,"Aug 28, 2012",ODI # 3298
362,362,74,Australia,Pakistan,Australia,4 wickets,Sharjah,"Aug 28, 2012",ODI # 3299
363,363,75,England,South Africa,England,4 wickets,The Oval,"Aug 31, 2012",ODI # 3300
364,364,76,Australia,Pakistan,Pakistan,7 wickets,Abu Dhabi,"Aug 31, 2012",ODI # 3301
365,365,77,England,South Africa,England,6 wickets,Lord's,"Sep 2, 2012",ODI # 3302
366,366,78,Australia,Pakistan,Australia,3 wickets,Sharjah,"Sep 3, 2012",ODI # 3303
367,367,79,England,South Africa,South Africa,7 wickets,Nottingham,"Sep 5, 2012",ODI # 3304
368,368,80,Sri Lanka,New Zealand,Sri Lanka,14 runs,Pallekele,"Nov 4, 2012",ODI # 3305
369,369,81,Sri Lanka,New Zealand,Sri Lanka,7 wickets,Pallekele,"Nov 6, 2012",ODI # 3306
370,370,82,Sri Lanka,New Zealand,Sri Lanka,7 wickets,Hambantota,"Nov 10, 2012",ODI # 3307
371,371,83,Sri Lanka,New Zealand,no result,,Hambantota,"Nov 12, 2012",ODI # 3308
372,372,84,Bangladesh,West Indies,Bangladesh,7 wickets,Khulna,"Nov 30, 2012",ODI # 3309
373,373,85,Bangladesh,West Indies,Bangladesh,160 runs,Khulna,"Dec 2, 2012",ODI # 3310
374,374,86,Bangladesh,West Indies,West Indies,4 wickets,Dhaka,"Dec 5, 2012",ODI # 3311
375,375,87,Bangladesh,West Indies,West Indies,75 runs,Dhaka,"Dec 7, 2012",ODI # 3312
376,376,88,Bangladesh,West Indies,Bangladesh,2 wickets,Dhaka,"Dec 8, 2012",ODI # 3313
377,377,89,India,Pakistan,Pakistan,6 wickets,Chennai,"Dec 30, 2012",ODI # 3314
378,378,0,India,Pakistan,Pakistan,85 runs,Kolkata,"Jan 3, 2013",ODI # 3315
379,379,1,India,Pakistan,India,10 runs,Delhi,"Jan 6, 2013",ODI # 3316
380,380,2,Australia,Sri Lanka,Australia,107 runs,Melbourne,"Jan 11, 2013",ODI # 3317
381,381,3,India,England,England,9 runs,Rajkot,"Jan 11, 2013",ODI # 3318
382,382,4,Australia,Sri Lanka,Sri Lanka,8 wickets,Adelaide,"Jan 13, 2013",ODI # 3319
383,383,5,India,England,India,127 runs,Kochi,"Jan 15, 2013",ODI # 3320
384,384,6,Australia,Sri Lanka,Sri Lanka,4 wickets,Brisbane,"Jan 18, 2013",ODI # 3321
385,385,7,India,England,India,7 wickets,Ranchi,"Jan 19, 2013",ODI # 3322
386,386,8,South Africa,New Zealand,New Zealand,1 wicket,Paarl,"Jan 19, 2013",ODI # 3323
387,387,9,Australia,Sri Lanka,no result,,Sydney,"Jan 20, 2013",ODI # 3324
388,388,10,South Africa,New Zealand,New Zealand,27 runs,Kimberley,"Jan 22, 2013",ODI # 3325
389,389,11,Australia,Sri Lanka,Australia,32 runs,Hobart,"Jan 23, 2013",ODI # 3326
390,390,12,India,England,India,5 wickets,Mohali,"Jan 23, 2013",ODI # 3327
391,391,13,South Africa,New Zealand,South Africa,1 wicket,Potchefstroom,"Jan 25, 2013",ODI # 3328
392,392,14,India,England,England,7 wickets,Dharamsala,"Jan 27, 2013",ODI # 3329
393,393,15,Australia,West Indies,Australia,9 wickets,Perth,"Feb 1, 2013",ODI # 3330
394,394,16,Australia,West Indies,Australia,54 runs,Perth,"Feb 3, 2013",ODI # 3331
395,395,17,Australia,West Indies,Australia,39 runs,Canberra,"Feb 6, 2013",ODI # 3332
396,396,18,Australia,West Indies,Australia,5 wickets,Sydney,"Feb 8, 2013",ODI # 3333
397,397,19,Australia,West Indies,Australia,17 runs,Melbourne,"Feb 10, 2013",ODI # 3334
398,398,20,New Zealand,England,New Zealand,3 wickets,Hamilton,"Feb 17, 2013",ODI # 3335
399,399,21,New Zealand,England,England,8 wickets,Napier,"Feb 20, 2013",ODI # 3336
400,400,22,West Indies,Zimbabwe,West Indies,156 runs,St George's,"Feb 22, 2013",ODI # 3337
401,401,23,New Zealand,England,England,5 wickets,Auckland,"Feb 23, 2013",ODI # 3338
402,402,24,West Indies,Zimbabwe,West Indies,7 wickets,St George's,"Feb 24, 2013",ODI # 3339
403,403,25,West Indies,Zimbabwe,West Indies,5 wickets,St George's,"Feb 26, 2013",ODI # 3340
404,404,26,Afghanistan,Scotland,Afghanistan,7 wickets,Sharjah,"Mar 6, 2013",ODI # 3341
405,405,27,Afghanistan,Scotland,Afghanistan,5 wickets,Sharjah,"Mar 8, 2013",ODI # 3342
406,406,28,South Africa,Pakistan,South Africa,125 runs,Bloemfontein,"Mar 10, 2013",ODI # 3343
407,407,29,Canada,Kenya,Kenya,6 wickets,ICCA Dubai,"Mar 11, 2013",ODI # 3344
408,408,30,Canada,Kenya,Kenya,6 wickets,ICCA Dubai,"Mar 13, 2013",ODI # 3345
409,409,31,South Africa,Pakistan,Pakistan,6 wickets,Centurion,"Mar 15, 2013",ODI # 3346
410,410,32,South Africa,Pakistan,South Africa,34 runs,Johannesburg,"Mar 17, 2013",ODI # 3347
411,411,33,South Africa,Pakistan,Pakistan,3 wickets,Durban,"Mar 21, 2013",ODI # 3348
412,412,34,Sri Lanka,Bangladesh,Sri Lanka,8 wickets,Hambantota,"Mar 23, 2013",ODI # 3349
413,413,35,South Africa,Pakistan,South Africa,6 wickets,Benoni,"Mar 24, 2013",ODI # 3350
414,414,36,Sri Lanka,Bangladesh,no result,,Hambantota,"Mar 25, 2013",ODI # 3351
415,415,37,Sri Lanka,Bangladesh,Bangladesh,3 wickets,Pallekele,"Mar 28, 2013",ODI # 3352
416,416,38,Zimbabwe,Bangladesh,Bangladesh,121 runs,Bulawayo,"May 3, 2013",ODI # 3353
417,417,39,Zimbabwe,Bangladesh,Zimbabwe,6 wickets,Bulawayo,"May 5, 2013",ODI # 3354
418,418,40,Zimbabwe,Bangladesh,Zimbabwe,7 wickets,Bulawayo,"May 8, 2013",ODI # 3355
419,419,41,Scotland,Pakistan,Pakistan,96 runs,Edinburgh,"May 17, 2013",ODI # 3356
420,420,42,Ireland,Pakistan,tied,,Dublin,"May 23, 2013",ODI # 3357
421,421,43,Ireland,Pakistan,Pakistan,2 wickets,Dublin,"May 26, 2013",ODI # 3358
422,422,44,Netherlands,South Africa,South Africa,83 runs,Amstelveen,"May 31, 2013",ODI # 3359
423,423,45,England,New Zealand,New Zealand,5 wickets,Lord's,"May 31, 2013",ODI # 3360
424,424,46,England,New Zealand,New Zealand,86 runs,Southampton,"Jun 2, 2013",ODI # 3361
425,425,47,England,New Zealand,England,34 runs,Nottingham,"Jun 5, 2013",ODI # 3362
426,426,48,India,South Africa,India,26 runs,Cardiff,"Jun 6, 2013",ODI # 3363
427,427,49,Pakistan,West Indies,West Indies,2 wickets,The Oval,"Jun 7, 2013",ODI # 3364
428,428,50,England,Australia,England,48 runs,Birmingham,"Jun 8, 2013",ODI # 3365
429,429,51,New Zealand,Sri Lanka,New Zealand,1 wicket,Cardiff,"Jun 9, 2013",ODI # 3366
430,430,52,Pakistan,South Africa,South Africa,67 runs,Birmingham,"Jun 10, 2013",ODI # 3367
431,431,53,India,West Indies,India,8 wickets,The Oval,"Jun 11, 2013",ODI # 3368
432,432,54,Australia,New Zealand,no result,,Birmingham,"Jun 12, 2013",ODI # 3369
433,433,55,England,Sri Lanka,Sri Lanka,7 wickets,The Oval,"Jun 13, 2013",ODI # 3370
434,434,56,South Africa,West Indies,tied,,Cardiff,"Jun 14, 2013",ODI # 3371
435,435,57,India,Pakistan,India,8 wickets,Birmingham,"Jun 15, 2013",ODI # 3372
436,436,58,England,New Zealand,England,10 runs,Cardiff,"Jun 16, 2013",ODI # 3373
437,437,59,Australia,Sri Lanka,Sri Lanka,20 runs,The Oval,"Jun 17, 2013",ODI # 3374
438,438,60,England,South Africa,England,7 wickets,The Oval,"Jun 19, 2013",ODI # 3375
439,439,61,India,Sri Lanka,India,8 wickets,Cardiff,"Jun 20, 2013",ODI # 3376
440,440,62,England,India,India,5 runs,Birmingham,"Jun 23, 2013",ODI # 3377
441,441,63,West Indies,Sri Lanka,West Indies,6 wickets,Kingston,"Jun 28, 2013",ODI # 3378
442,442,64,Scotland,Kenya,Scotland,12 runs,Aberdeen,"Jun 30, 2013",ODI # 3379
443,443,65,West Indies,India,West Indies,1 wicket,Kingston,"Jun 30, 2013",ODI # 3380
444,444,66,Scotland,Kenya,Scotland,4 wickets,Aberdeen,"Jul 2-3, 2013",ODI # 3381
445,445,67,India,Sri Lanka,Sri Lanka,161 runs,Kingston,"Jul 2, 2013",ODI # 3382
446,446,68,West Indies,India,India,102 runs,Port of Spain,"Jul 5, 2013",ODI # 3383
447,447,69,Netherlands,Ireland,Ireland,88 runs,Amstelveen,"Jul 7, 2013",ODI # 3384
448,448,70,West Indies,Sri Lanka,Sri Lanka,39 runs,Port of Spain,"Jul 7-8, 2013",ODI # 3385
449,449,71,Netherlands,Ireland,tied,,Amstelveen,"Jul 9, 2013",ODI # 3386
450,450,72,India,Sri Lanka,India,81 runs,Port of Spain,"Jul 9, 2013",ODI # 3387
451,451,73,India,Sri Lanka,India,1 wicket,Port of Spain,"Jul 11, 2013",ODI # 3388
452,452,74,West Indies,Pakistan,Pakistan,126 runs,Providence,"Jul 14, 2013",ODI # 3389
453,453,75,West Indies,Pakistan,West Indies,37 runs,Providence,"Jul 16, 2013",ODI # 3390
454,454,76,West Indies,Pakistan,tied,,Gros Islet,"Jul 19, 2013",ODI # 3391
455,455,77,Sri Lanka,South Africa,Sri Lanka,180 runs,Colombo (RPS),"Jul 20, 2013",ODI # 3392
456,456,78,West Indies,Pakistan,Pakistan,6 wickets,Gros Islet,"Jul 21, 2013",ODI # 3393
457,457,79,Sri Lanka,South Africa,Sri Lanka,17 runs,Colombo (RPS),"Jul 23, 2013",ODI # 3394
458,458,80,Zimbabwe,India,India,6 wickets,Harare,"Jul 24, 2013",ODI # 3395
459,459,81,West Indies,Pakistan,Pakistan,4 wickets,Gros Islet,"Jul 24, 2013",ODI # 3396
460,460,82,Zimbabwe,India,India,58 runs,Harare,"Jul 26, 2013",ODI # 3397
461,461,83,Sri Lanka,South Africa,South Africa,56 runs,Pallekele,"Jul 26, 2013",ODI # 3398
462,462,84,Zimbabwe,India,India,7 wickets,Harare,"Jul 28, 2013",ODI # 3399
463,463,85,Sri Lanka,South Africa,Sri Lanka,8 wickets,Pallekele,"Jul 28, 2013",ODI # 3400
464,464,86,Sri Lanka,South Africa,Sri Lanka,128 runs,Colombo (RPS),"Jul 31, 2013",ODI # 3401
465,465,87,Zimbabwe,India,India,9 wickets,Bulawayo,"Aug 1, 2013",ODI # 3402
466,466,88,Zimbabwe,India,India,7 wickets,Bulawayo,"Aug 3, 2013",ODI # 3403
467,467,89,Zimbabwe,Pakistan,Zimbabwe,7 wickets,Harare,"Aug 27, 2013",ODI # 3404
468,468,90,Canada,Netherlands,no result,,King City (NW),"Aug 27-28, 2013",ODI # 3405
469,469,91,Zimbabwe,Pakistan,Pakistan,90 runs,Harare,"Aug 29, 2013",ODI # 3406
470,470,92,Canada,Netherlands,Netherlands,9 wickets,King City (NW),"Aug 29, 2013",ODI # 3407
471,471,93,Zimbabwe,Pakistan,Pakistan,108 runs,Harare,"Aug 31, 2013",ODI # 3408
472,472,94,Ireland,England,England,6 wickets,Dublin (Malahide),"Sep 3, 2013",ODI # 3409
473,473,95,Scotland,Australia,Australia,200 runs,Edinburgh,"Sep 3, 2013",ODI # 3410
474,474,96,Ireland,Scotland,Ireland,1 wicket,Belfast,"Sep 6, 2013",ODI # 3411
475,475,97,England,Australia,Australia,88 runs,Manchester,"Sep 8, 2013",ODI # 3412
476,476,98,Ireland,Scotland,Ireland,7 wickets,Belfast,"Sep 8, 2013",ODI # 3413
477,477,99,England,Australia,no result,,Birmingham,"Sep 11, 2013",ODI # 3414
478,478,100,England,Australia,England,3 wickets,Cardiff,"Sep 14, 2013",ODI # 3415
479,479,101,England,Australia,Australia,49 runs,Southampton,"Sep 16, 2013",ODI # 3416
480,480,102,Afghanistan,Kenya,Afghanistan,8 wickets,Sharjah,"Oct 2, 2013",ODI # 3417
481,481,103,Afghanistan,Kenya,Afghanistan,7 wickets,Sharjah,"Oct 4, 2013",ODI # 3418
482,482,104,India,Australia,Australia,72 runs,Pune,"Oct 13, 2013",ODI # 3419
483,483,105,India,Australia,India,9 wickets,Jaipur,"Oct 16, 2013",ODI # 3420
484,484,106,India,Australia,Australia,4 wickets,Mohali,"Oct 19, 2013",ODI # 3421
485,485,107,India,Australia,no result,,Ranchi,"Oct 23, 2013",ODI # 3422
486,486,108,Bangladesh,New Zealand,Bangladesh,43 runs,Dhaka,"Oct 29, 2013",ODI # 3423
487,487,109,India,Australia,India,6 wickets,Nagpur,"Oct 30, 2013",ODI # 3424
488,488,110,Pakistan,South Africa,South Africa,1 run,Sharjah,"Oct 30, 2013",ODI # 3425
489,489,111,Bangladesh,New Zealand,Bangladesh,40 runs,Dhaka,"Oct 31, 2013",ODI # 3426
490,490,112,Pakistan,South Africa,Pakistan,66 runs,Dubai (DSC),"Nov 1, 2013",ODI # 3427
491,491,113,India,Australia,India,57 runs,Bengaluru,"Nov 2, 2013",ODI # 3428
492,492,114,Bangladesh,New Zealand,Bangladesh,4 wickets,Fatullah,"Nov 3, 2013",ODI # 3429
493,493,115,Pakistan,South Africa,South Africa,68 runs,Abu Dhabi,"Nov 6, 2013",ODI # 3430
494,494,116,Pakistan,South Africa,South Africa,28 runs,Abu Dhabi,"Nov 8, 2013",ODI # 3431
495,495,117,Sri Lanka,New Zealand,no result,,Hambantota,"Nov 10, 2013",ODI # 3432
496,496,118,Pakistan,South Africa,South Africa,117 runs,Sharjah,"Nov 11, 2013",ODI # 3433
497,497,119,Sri Lanka,New Zealand,New Zealand,4 wickets,Hambantota,"Nov 12, 2013",ODI # 3434
498,498,120,Sri Lanka,New Zealand,Sri Lanka,36 runs,Dambulla,"Nov 16, 2013",ODI # 3435
499,499,121,India,West Indies,India,6 wickets,Kochi,"Nov 21, 2013",ODI # 3436
500,500,122,India,West Indies,West Indies,2 wickets,Visakhapatnam,"Nov 24, 2013",ODI # 3437
501,501,123,South Africa,Pakistan,Pakistan,23 runs,Cape Town,"Nov 24, 2013",ODI # 3438
502,502,124,India,West Indies,India,5 wickets,Kanpur,"Nov 27, 2013",ODI # 3439
503,503,125,South Africa,Pakistan,Pakistan,1 run,Port Elizabeth,"Nov 27, 2013",ODI # 3440
504,504,126,South Africa,Pakistan,South Africa,4 wickets,Centurion,"Nov 30, 2013",ODI # 3441
505,505,127,South Africa,India,South Africa,141 runs,Johannesburg,"Dec 5, 2013",ODI # 3442
506,506,128,South Africa,India,South Africa,134 runs,Durban,"Dec 8, 2013",ODI # 3443
507,507,129,South Africa,India,no result,,Centurion,"Dec 11, 2013",ODI # 3444
508,508,130,Pakistan,Sri Lanka,Pakistan,11 runs,Sharjah,"Dec 18, 2013",ODI # 3445
509,509,131,Pakistan,Sri Lanka,Sri Lanka,2 wickets,Dubai (DSC),"Dec 20, 2013",ODI # 3446
510,510,132,Pakistan,Sri Lanka,Pakistan,113 runs,Sharjah,"Dec 22, 2013",ODI # 3447
511,511,133,Pakistan,Sri Lanka,Pakistan,8 wickets,Abu Dhabi,"Dec 25, 2013",ODI # 3448
512,512,134,New Zealand,West Indies,West Indies,2 wickets,Auckland,"Dec 26, 2013",ODI # 3449
513,513,135,Pakistan,Sri Lanka,Sri Lanka,2 wickets,Abu Dhabi,"Dec 27, 2013",ODI # 3450
514,514,0,New Zealand,West Indies,New Zealand,159 runs,Queenstown,"Jan 1, 2014",ODI # 3451
515,515,1,New Zealand,West Indies,New Zealand,58 runs,Nelson,"Jan 4, 2014",ODI # 3452
516,516,2,New Zealand,West Indies,West Indies,203 runs,Hamilton,"Jan 8, 2014",ODI # 3453
517,517,3,Australia,England,Australia,6 wickets,Melbourne,"Jan 12, 2014",ODI # 3454
518,518,4,Australia,England,Australia,1 wicket,Brisbane,"Jan 17, 2014",ODI # 3455
519,519,5,New Zealand,India,New Zealand,24 runs,Napier,"Jan 19, 2014",ODI # 3456
520,520,6,Australia,England,Australia,7 wickets,Sydney,"Jan 19, 2014",ODI # 3457
521,521,7,New Zealand,India,New Zealand,15 runs,Hamilton,"Jan 22, 2014",ODI # 3458
522,522,8,Canada,Scotland,Scotland,170 runs,Christchurch,"Jan 23, 2014",ODI # 3459
523,523,9,Kenya,Netherlands,Kenya,4 wickets,Lincoln,"Jan 23, 2014",ODI # 3460
524,524,10,Australia,England,England,57 runs,Perth,"Jan 24, 2014",ODI # 3461
525,525,11,New Zealand,India,tied,,Auckland,"Jan 25, 2014",ODI # 3462
526,526,12,Australia,England,Australia,5 runs,Adelaide,"Jan 26, 2014",ODI # 3463
527,527,13,Canada,Netherlands,Netherlands,8 wickets,Mount Maunganui,"Jan 28, 2014",ODI # 3464
528,528,14,New Zealand,India,New Zealand,7 wickets,Hamilton,"Jan 28, 2014",ODI # 3465
529,529,15,Kenya,Scotland,Scotland,3 wickets,Christchurch,"Jan 30, 2014",ODI # 3466
530,530,16,New Zealand,India,New Zealand,87 runs,Wellington,"Jan 31, 2014",ODI # 3467
531,531,17,Scotland,U.A.E.,Scotland,41 runs,Lincoln,"Feb 1, 2014",ODI # 3468
532,532,18,Bangladesh,Sri Lanka,Sri Lanka,13 runs,Dhaka,"Feb 17, 2014",ODI # 3469
533,533,19,Bangladesh,Sri Lanka,Sri Lanka,61 runs,Dhaka,"Feb 20, 2014",ODI # 3470
534,534,20,Bangladesh,Sri Lanka,Sri Lanka,6 wickets,Dhaka,"Feb 22, 2014",ODI # 3471
535,535,21,West Indies,Ireland,West Indies,4 wickets,Kingston,"Feb 23, 2014",ODI # 3472
536,536,22,Pakistan,Sri Lanka,Sri Lanka,12 runs,Fatullah,"Feb 25, 2014",ODI # 3473
537,537,23,Bangladesh,India,India,6 wickets,Fatullah,"Feb 26, 2014",ODI # 3474
538,538,24,Afghanistan,Pakistan,Pakistan,72 runs,Fatullah,"Feb 27, 2014",ODI # 3475
539,539,25,India,Sri Lanka,Sri Lanka,2 wickets,Fatullah,"Feb 28, 2014",ODI # 3476
540,540,26,West Indies,England,West Indies,15 runs,North Sound,"Feb 28, 2014",ODI # 3477
541,541,27,Bangladesh,Afghanistan,Afghanistan,32 runs,Fatullah,"Mar 1, 2014",ODI # 3478
542,542,28,India,Pakistan,Pakistan,1 wicket,Dhaka,"Mar 2, 2014",ODI # 3479
543,543,29,West Indies,England,England,3 wickets,North Sound,"Mar 2, 2014",ODI # 3480
544,544,30,Afghanistan,Sri Lanka,Sri Lanka,129 runs,Dhaka,"Mar 3, 2014",ODI # 3481
545,545,31,Bangladesh,Pakistan,Pakistan,3 wickets,Dhaka,"Mar 4, 2014",ODI # 3482
546,546,32,Afghanistan,India,India,8 wickets,Dhaka,"Mar 5, 2014",ODI # 3483
547,547,33,West Indies,England,England,25 runs,North Sound,"Mar 5, 2014",ODI # 3484
548,548,34,Bangladesh,Sri Lanka,Sri Lanka,3 wickets,Dhaka,"Mar 6, 2014",ODI # 3485
549,549,35,Pakistan,Sri Lanka,Sri Lanka,5 wickets,Dhaka,"Mar 8, 2014",ODI # 3486
550,550,36,Afghanistan,Hong Kong,Afghanistan,6 wickets,Kuala Lumpur,"May 1, 2014",ODI # 3487
551,551,37,Afghanistan,U.A.E.,Afghanistan,70 runs,Kuala Lumpur,"May 2, 2014",ODI # 3488
552,552,38,Hong Kong,U.A.E.,U.A.E.,2 wickets,Kuala Lumpur,"May 4, 2014",ODI # 3489
553,553,39,Ireland,Sri Lanka,Sri Lanka,79 runs,Dublin,"May 6, 2014",ODI # 3490
554,554,40,Scotland,England,England,39 runs,Aberdeen,"May 9, 2014",ODI # 3491
555,555,41,England,Sri Lanka,England,81 runs,The Oval,"May 22, 2014",ODI # 3492
556,556,42,England,Sri Lanka,Sri Lanka,157 runs,Chester-le-Street,"May 25, 2014",ODI # 3493
557,557,43,England,Sri Lanka,England,10 wickets,Manchester,"May 28, 2014",ODI # 3494
558,558,44,England,Sri Lanka,Sri Lanka,7 runs,Lord's,"May 31, 2014",ODI # 3495
559,559,45,England,Sri Lanka,Sri Lanka,6 wickets,Birmingham,"Jun 3, 2014",ODI # 3496
560,560,46,Bangladesh,India,India,7 wickets,Dhaka,"Jun 15, 2014",ODI # 3497
561,561,47,Bangladesh,India,India,47 runs,Dhaka,"Jun 17, 2014",ODI # 3498
562,562,48,Bangladesh,India,no result,,Dhaka,"Jun 19, 2014",ODI # 3499
563,563,49,Sri Lanka,South Africa,South Africa,75 runs,Colombo (RPS),"Jul 6, 2014",ODI # 3500
564,564,50,Sri Lanka,South Africa,Sri Lanka,87 runs,Pallekele,"Jul 9, 2014",ODI # 3501
565,565,51,Sri Lanka,South Africa,South Africa,82 runs,Hambantota,"Jul 12, 2014",ODI # 3502
566,566,52,Zimbabwe,Afghanistan,Zimbabwe,6 wickets,Bulawayo,"Jul 18, 2014",ODI # 3503
567,567,53,Zimbabwe,Afghanistan,Zimbabwe,8 wickets,Bulawayo,"Jul 20, 2014",ODI # 3504
568,568,54,Zimbabwe,Afghanistan,Afghanistan,2 wickets,Bulawayo,"Jul 22, 2014",ODI # 3505
569,569,55,Zimbabwe,Afghanistan,Afghanistan,100 runs,Bulawayo,"Jul 24, 2014",ODI # 3506
570,570,56,Zimbabwe,South Africa,South Africa,93 runs,Bulawayo,"Aug 17, 2014",ODI # 3507
571,571,57,Zimbabwe,South Africa,South Africa,61 runs,Bulawayo,"Aug 19, 2014",ODI # 3508
572,572,58,West Indies,Bangladesh,West Indies,3 wickets,St George's,"Aug 20, 2014",ODI # 3509
573,573,59,Zimbabwe,South Africa,South Africa,7 wickets,Bulawayo,"Aug 21, 2014",ODI # 3510
574,574,60,West Indies,Bangladesh,West Indies,177 runs,St George's,"Aug 22, 2014",ODI # 3511
575,575,61,Sri Lanka,Pakistan,Pakistan,4 wickets,Hambantota,"Aug 23, 2014",ODI # 3512
576,576,62,Zimbabwe,Australia,Australia,198 runs,Harare,"Aug 25, 2014",ODI # 3513
577,577,63,West Indies,Bangladesh,West Indies,91 runs,Basseterre,"Aug 25, 2014",ODI # 3514
578,578,64,Sri Lanka,Pakistan,Sri Lanka,77 runs,Hambantota,"Aug 26, 2014",ODI # 3515
579,579,65,Australia,South Africa,South Africa,7 wickets,Harare,"Aug 27, 2014",ODI # 3516
580,580,66,England,India,India,133 runs,Cardiff,"Aug 27, 2014",ODI # 3517
581,581,67,Zimbabwe,South Africa,South Africa,61 runs,Harare,"Aug 29, 2014",ODI # 3518
582,582,68,Sri Lanka,Pakistan,Sri Lanka,7 wickets,Dambulla,"Aug 30, 2014",ODI # 3519
583,583,69,England,India,India,6 wickets,Nottingham,"Aug 30, 2014",ODI # 3520
584,584,70,Zimbabwe,Australia,Zimbabwe,3 wickets,Harare,"Aug 31, 2014",ODI # 3521
585,585,71,Australia,South Africa,Australia,62 runs,Harare,"Sep 2, 2014",ODI # 3522
586,586,72,England,India,India,9 wickets,Birmingham,"Sep 2, 2014",ODI # 3523
587,587,73,Zimbabwe,South Africa,South Africa,63 runs,Harare,"Sep 4, 2014",ODI # 3524
588,588,74,England,India,England,41 runs,Leeds,"Sep 5, 2014",ODI # 3525
